"year","last_name, first_name","player_id","pitch_hand","api_pitch_type","n_pitches","release_speed","spin_rate","movement_inches","alan_active_spin_pct","active_spin","hawkeye_measured","movement_inferred","api_pitch_name","active_spin_formatted","hawkeye_measured_clock_minutes","movement_inferred_clock_minutes","diff_measured_inferred","diff2","diff_measured_inferred_minutes","hawkeye_measured_clock_hh","hawkeye_measured_clock_mm","movement_inferred_clock_hh","movement_inferred_clock_mm","diff_clock_hh","diff_clock_mm","hawkeye_measured_clock_label","movement_inferred_clock_label","diff_clock_label"
,"Lawrence, Casey","596271","R","FF","68","89.8","2196","16.8",0.8058159783173172,0.8596560232820568,235.20834761896475,224.7139726510216,"4-Seam Fastball","86","615","630",10.494374967943145,10.494374967943124,"-15",10,15,10,30,0,15,"10:15","10:30","-0H 15M"
,"Hicks, Jordan","663855","R","FF","117","100.3","2363","16.9",0.8087895216247984,0.8994688686188105,210.62600833736855,203.3803286190508,"4-Seam Fastball","90","660","675",7.245679718317746,7.245679718317762,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Manning, Matt","666159","R","FF","561","93.4","2136","16.3",0.8087770846071374,0.9016949990036166,199.4992801696941,192.7679402785918,"4-Seam Fastball","90","675","690",6.731339891102294,6.731339891102254,"-15",11,15,11,30,0,15,"11:15","11:30","-0H 15M"
,"Springs, Jeffrey","605488","L","FF","86","91.7","2237","20.1",0.9310431299928098,0.9799874539294116,142.58836272909832,151.30582849941803,"4-Seam Fastball","98","75","60",-8.717465770319706,8.717465770319725,"15",1,15,1,0,0,15,"1:15","1:00","+0H 15M"
,"Freeland, Kyle","607536","L","FF","436","88.8","2344","14.9",0.7517103911156109,0.815394903734316,146.77876126826266,154.13262112455672,"4-Seam Fastball","82","60","765",-7.353859856294065,7.3538598562940685,"15",1,0,12,45,0,15,"1:00","12:45","+0H 15M"
,"Scott, Tanner","656945","L","FF","569","96.8","2598","15.7",0.7043848759195978,0.6957537804122198,149.47253594356488,165.15635537845446,"4-Seam Fastball","70","60","750",-15.683819434889585,15.683819434889589,"30",1,0,12,30,0,30,"1:00","12:30","+0H 30M"
,"Baker, Bryan","641329","R","FF","438","95.7","2328","18.2",0.8478899853835323,0.9306287540498265,193.34310904203727,189.21306122450585,"4-Seam Fastball","93","690","705",4.13004781753142,4.130047817531409,"-15",11,30,11,45,0,15,"11:30","11:45","-0H 15M"
,"France, J.P.","641585","R","FF","941","93.1","2427","15.1",0.6878088033677892,0.7327880984745473,199.96803606095813,184.8890202141625,"4-Seam Fastball","73","675","705",15.079015846795613,15.079015846795615,"-30",11,15,11,45,0,30,"11:15","11:45","-0H 30M"
,"Jax, Griffin","643377","R","FF","231","96.5","2381","17",0.8063387739241259,0.8728952216096428,211.0201709457794,202.94196296339157,"4-Seam Fastball","87","660","675",8.078207982387823,8.078207982387836,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Lucas, Easton","687922","L","FF","79","93.6","2097","15.5",0.7496639096476642,0.89158644228331,148.12504973253448,159.77487351448943,"4-Seam Fastball","89","60","765",-11.64982378195495,11.64982378195494,"15",1,0,12,45,0,15,"1:00","12:45","+0H 15M"
,"Veneziano, Anthony","685107","L","FF","27","94.7","2213","17.9",0.8502599871829906,0.959450176041665,139.81742719996595,151.90285180851407,"4-Seam Fastball","96","75","60",-12.085424608548124,12.085424608548156,"15",1,15,1,0,0,15,"1:15","1:00","+0H 15M"
,"Eflin, Zach","621107","R","FF","159","92.9","2218","15.7",0.7358346811642598,0.7882994086179462,221.16876393682946,211.41244558324087,"4-Seam Fastball","79","645","660",9.756318353588597,9.756318353588599,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Poche, Colin","621363","L","FF","603","92.5","2249","19.6",0.9091590355438893,0.9722875647163647,182.17203176579216,185.50154277039894,"4-Seam Fastball","97","720","705",-3.329511004606786,3.329511004606763,"15",12,0,11,45,0,15,"12:00","11:45","+0H 15M"
,"Speier, Gabe","642100","L","FF","160","95.1","2257","17.9",0.8391936717065791,0.912423160745922,134.61784933671652,145.0567430725574,"4-Seam Fastball","91","90","75",-10.438893735840878,10.438893735840852,"15",1,30,1,15,0,15,"1:30","1:15","+0H 15M"
,"Cueto, Johnny","456501","R","FF","296","92.2","2215","19.2",0.9000814632900762,0.9359177853130156,224.1380263325815,218.5005596504866,"4-Seam Fastball","94","630","645",5.637466682094896,5.637466682094925,"-15",10,30,10,45,0,15,"10:30","10:45","-0H 15M"
,"Peralta, Wandy","593974","L","FF","49","95.7","2202","18.8",0.898507670062429,0.9688433327249439,135.09734337788535,137.7747998533846,"4-Seam Fastball","97","90","90",-2.677456475499241,2.6774564754992385,"0",1,30,1,30,0,0,"1:30","1:30"," 0H 00M"
,"Márquez, Germán","608566","R","FF","101","95.7","2162","17.6",0.8629786635793716,0.9360533504758689,216.94385465314446,213.24520741700488,"4-Seam Fastball","94","645","660",3.6986472361395784,3.6986472361396108,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Thompson, Mason","666168","R","FF","52","94.5","2239","17.3",0.8156478793343112,0.9274104760470996,215.89411848383043,208.55027774020527,"4-Seam Fastball","93","645","660",7.343840743625151,7.343840743625182,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Legumina, Casey","668984","R","FF","147","94.3","2341","18.5",0.8605461327410732,0.9543745163068551,220.92738373511327,219.51488366693746,"4-Seam Fastball","95","645","645",1.4125000681758024,1.4125000681757998,"0",10,45,10,45,0,0,"10:45","10:45"," 0H 00M"
,"Sears, JP","676664","L","FF","1414","93.1","2134","18.2",0.8735038667738344,0.9532011419091403,134.67067214350365,140.06951262654349,"4-Seam Fastball","95","90","75",-5.398840483039834,5.398840483039835,"15",1,30,1,15,0,15,"1:30","1:15","+0H 15M"
,"Cecconi, Slade","677944","R","FF","243","94.1","2295","19.1",0.9407983032557768,0.9894824126107873,228.46921841016453,224.65500729149622,"4-Seam Fastball","99","630","630",3.814211118668311,3.8142111186683034,"0",10,30,10,30,0,0,"10:30","10:30"," 0H 00M"
,"Blackburn, Paul","621112","R","FF","272","91.9","2167","16.7",0.7952374749505468,0.9048916578696091,204.81706559091833,201.67373490163197,"4-Seam Fastball","90","675","675",3.1433306892863584,3.143330689286367,"0",11,15,11,15,0,0,"11:15","11:15"," 0H 00M"
,"Hearn, Taylor","621368","L","FF","150","95.6","2275","18.8",0.8994414347227144,0.9774404735569286,143.42698696847984,148.04487446339454,"4-Seam Fastball","98","75","60",-4.617887494914697,4.617887494914722,"15",1,15,1,0,0,15,"1:15","1:00","+0H 15M"
,"Fulmer, Michael","605242","R","FF","253","94.3","2431","13.9",0.6393879785411322,0.730380473464936,194.7675432646119,177.81641818465548,"4-Seam Fastball","73","690","720",16.951125079956427,16.951125079956434,"-30",11,30,12,0,0,30,"11:30","12:00","-0H 30M"
,"Suárez, Andrew","605498","L","FF","234","92.3","1896","16",0.8307458760533963,0.9684693236285884,146.34581118547544,149.3519555324183,"4-Seam Fastball","97","60","60",-3.006144346942847,3.006144346942855,"0",1,0,1,0,0,0,"1:00","1:00"," 0H 00M"
,"Kennedy, Ian","453178","R","FF","191","92.4","2361","19.5",0.8937563172034926,0.9627490259984838,213.43391290023985,208.86645017640444,"4-Seam Fastball","96","660","660",4.567462723835405,4.5674627238353995,"0",11,0,11,0,0,0,"11:00","11:00"," 0H 00M"
,"Stoudt, Levi","686651","R","FF","105","94.4","2120","18.3",0.8953857759913711,0.9699538976680343,214.53438935488342,208.41344551724362,"4-Seam Fastball","97","645","660",6.1209438376398,6.120943837639802,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Milone, Tommy","543548","L","FF","60","86.7","2231","19.7",0.8654218739300386,0.9481907946920587,153.11434936750936,158.86873590469054,"4-Seam Fastball","95","60","765",-5.754386537181176,5.754386537181169,"15",1,0,12,45,0,15,"1:00","12:45","+0H 15M"
,"Abreu, Bryan","650556","R","FF","496","97.6","2389","17.7",0.8234710515295561,0.8471767118774164,210.85388369447645,206.15282192214806,"4-Seam Fastball","85","660","675",4.701061772328387,4.70106177232838,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Cole, Gerrit","543037","R","FF","1738","96.7","2412","19.1",0.8805419968788151,0.9445951880003889,210.12961787093323,207.17921460704673,"4-Seam Fastball","94","660","660",2.9504032638865,2.9504032638865123,"0",11,0,11,0,0,0,"11:00","11:00"," 0H 00M"
,"Elder, Bryce","693821","R","FF","377","90.7","2124","14.9",0.7300218018413918,0.8289972179423944,203.19590562750497,196.1391177282303,"4-Seam Fastball","83","675","690",7.056787899274667,7.056787899274699,"-15",11,15,11,30,0,15,"11:15","11:30","-0H 15M"
,"Fairbanks, Pete","664126","R","FF","361","98.9","2454","18.6",0.8604353631648898,0.8767531959962553,188.1856425051632,180.3504031522719,"4-Seam Fastball","88","705","720",7.835239352891307,7.835239352891319,"-15",11,45,12,0,0,15,"11:45","12:00","-0H 15M"
,"Hendricks, Kyle","543294","R","FF","428","87.8","2134","14.8",0.7017428350872649,0.8492526602896252,211.14860168666166,200.50255700986344,"4-Seam Fastball","85","660","675",10.646044676798226,10.6460446767982,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Adcock, Ty","686654","R","FF","91","96.6","2094","16.8",0.8229500988726829,0.9456136179328333,211.28289774159762,202.1180980427975,"4-Seam Fastball","95","660","675",9.164799698800124,9.16479969880014,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Givens, Mychal","571710","R","FF","46","91.7","2407","13.6",0.6084559932111937,0.6816285126422466,219.64045228465554,211.87073338390843,"4-Seam Fastball","68","645","660",7.769718900747108,7.7697189007471055,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Vodnik, Victor","680767","R","FF","132","97.1","2122","13.9",0.7425588768386888,0.8889483825942315,219.90263089248444,213.81563988312453,"4-Seam Fastball","89","645","645",6.086991009359906,6.086991009359928,"0",10,45,10,45,0,0,"10:45","10:45"," 0H 00M"
,"Flexen, Chris","623167","R","FF","697","91.9","2116","15.9",0.8110803445417136,0.9025200617217817,190.19379498359052,180.6707267324146,"4-Seam Fastball","90","705","720",9.523068251175914,9.523068251175895,"-15",11,45,12,0,0,15,"11:45","12:00","-0H 15M"
,"Kremer, Dean","665152","R","FF","1071","94.6","2305","19.2",0.8965267753418642,0.9786396376125567,215.48260793431606,211.715345737981,"4-Seam Fastball","98","645","660",3.7672621963350537,3.767262196335059,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Nicolas, Kyle","693312","R","FF","62","96.8","2409","19.4",0.9139649770859867,0.9727717804907985,215.03027306101103,209.6241090974131,"4-Seam Fastball","97","645","660",5.406163963597919,5.406163963597934,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Hartlieb, Geoff","664129","R","FF","25","96","2413","16",0.7482883959339239,0.858654228053449,216.0901406305887,204.1270746854602,"4-Seam Fastball","86","645","675",11.963065945128506,11.963065945128516,"-30",10,45,11,15,0,30,"10:45","11:15","-0H 30M"
,"Sanmartin, Reiver","665665","L","FF","40","90.2","2196","18.7",0.8709388901517172,0.9148309225503936,117.65672056104879,123.62995435948659,"4-Seam Fastball","91","120","120",-5.973233798437803,5.973233798437788,"0",2,0,2,0,0,0,"2:00","2:00"," 0H 00M"
,"Darvish, Yu","506433","R","FF","351","94.6","2402","18.5",0.8426856307251857,0.8571049469867748,208.9019986430571,202.4765647465955,"4-Seam Fastball","86","660","675",6.4254338964616124,6.425433896461593,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Waldron, Matt","663362","R","FF","139","91.3","2047","16.7",0.7969064692701937,0.8731138099773291,218.0264448109667,208.24392895360734,"4-Seam Fastball","87","645","660",9.782515857359357,9.782515857359376,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Hernández, Carlos","672578","R","FF","673","99.1","2437","19.3",0.9209344538485562,0.9646396434897783,216.0493715467325,211.92214634379425,"4-Seam Fastball","96","645","660",4.127225202938234,4.127225202938234,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Wong, Jake","673858","R","FF","32","92.8","1719","11.6",0.6218385411687947,0.8450266003523763,208.3438835598028,200.55636738272256,"4-Seam Fastball","85","660","675",7.787516177080249,7.787516177080253,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Bido, Osvaldo","674370","R","FF","261","94.7","2385","18.1",0.8493091623145865,0.9164896279836894,218.07553802183233,211.88291598820823,"4-Seam Fastball","92","645","660",6.1926220336241045,6.192622033624091,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Wainwright, Adam","425794","R","FF","168","85.7","2159","14.1",0.6646877832975148,0.7682461887412266,199.68907497670995,186.67715325578274,"4-Seam Fastball","77","675","705",13.011921720927205,13.01192172092719,"-30",11,15,11,45,0,30,"11:15","11:45","-0H 30M"
,"Hill, Garrett","682051","R","FF","99","93.7","2182","17.7",0.8504952510511109,0.957336063394133,214.81609006124845,214.883093130696,"4-Seam Fastball","96","645","645",-0.06700306944756562,0.06700306944756881,"0",10,45,10,45,0,0,"10:45","10:45"," 0H 00M"
,"Strahm, Matt","621381","L","FF","608","93.4","2446","21",0.9552981488101517,0.9713937412250355,134.4803718961458,137.37172907540744,"4-Seam Fastball","97","90","90",-2.8913571792616324,2.8913571792616533,"0",1,30,1,30,0,0,"1:30","1:30"," 0H 00M"
,"Kahnle, Tommy","592454","R","FF","113","95.3","2156","15.8",0.7762246150363804,0.9509954287728528,204.6934926130758,200.37679589427938,"4-Seam Fastball","95","675","675",4.316696718796408,4.316696718796401,"0",11,15,11,15,0,0,"11:15","11:15"," 0H 00M"
,"Pearson, Nate","663878","R","FF","452","97.9","2304","18.8",0.8888264025964797,0.9471740293638735,210.48879904230338,204.55443335212,"4-Seam Fastball","95","660","675",5.934365690183398,5.934365690183415,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Zerpa, Angel","672582","L","FF","230","94.5","2027","16.2",0.8280439219874568,0.9503590647722896,134.38490074701605,140.3083629637258,"4-Seam Fastball","95","90","75",-5.9234622167097655,5.923462216709748,"15",1,30,1,15,0,15,"1:30","1:15","+0H 15M"
,"Gomber, Austin","596295","L","FF","924","90.6","2170","18",0.9311690863025275,0.9941319287558903,152.0420388685218,155.8368225916185,"4-Seam Fastball","99","60","765",-3.794783723096714,3.7947837230967156,"15",1,0,12,45,0,15,"1:00","12:45","+0H 15M"
,"Irvin, Jake","663623","R","FF","755","94.5","2333","18.2",0.846674798788449,0.9116260515809357,221.43752789175625,217.1130106005195,"4-Seam Fastball","91","630","645",4.324517291236759,4.32451729123676,"-15",10,30,10,45,0,15,"10:30","10:45","-0H 15M"
,"Strider, Spencer","675911","R","FF","1804","97.3","2362","19",0.9107522586619313,0.965195690100906,202.72674405290167,199.3645254185758,"4-Seam Fastball","97","675","675",3.3622186343258704,3.3622186343258407,"0",11,15,11,15,0,0,"11:15","11:15"," 0H 00M"
,"Banks, Tanner","621383","L","FF","352","92.6","2240","15",0.7170696050260447,0.8316223463512298,156.3307482462916,172.01829782157108,"4-Seam Fastball","83","765","735",-15.68754957527949,15.687549575279487,"30",12,45,12,15,0,30,"12:45","12:15","+0H 30M"
,"Severino, Luis","622663","R","FF","735","96.5","2265","17.3",0.8287179922366453,0.9226093343509848,209.49922302033664,206.65578698951055,"4-Seam Fastball","92","660","660",2.8434360308260977,2.8434360308260875,"0",11,0,11,0,0,0,"11:00","11:00"," 0H 00M"
,"Bednar, David","670280","R","FF","624","96.6","2453","19.3",0.9015274154861909,0.9711407327229382,211.86946373101011,206.56810611092519,"4-Seam Fastball","97","660","660",5.301357620084929,5.301357620084907,"0",11,0,11,0,0,0,"11:00","11:00"," 0H 00M"
,"De Jong, Chase","608328","R","FF","85","92.1","2374","18",0.8232473531063553,0.9019031191490692,190.8996199670478,181.01390524593776,"4-Seam Fastball","90","705","720",9.885714721110048,9.885714721110032,"-15",11,45,12,0,0,15,"11:45","12:00","-0H 15M"
,"Cosgrove, Tom","676680","L","FF","202","92","2342","14.2",0.6657284022684267,0.7002809746386124,127.99530467492121,137.82146291321874,"4-Seam Fastball","70","105","90",-9.826158238297523,9.82615823829751,"15",1,45,1,30,0,15,"1:45","1:30","+0H 15M"
,"Weathers, Ryan","677960","L","FF","601","95.1","2208","18.7",0.8989875187268166,0.9674468010079451,137.7109798784681,139.1461487164492,"4-Seam Fastball","97","90","75",-1.4351688379811094,1.4351688379811116,"15",1,30,1,15,0,15,"1:30","1:15","+0H 15M"
,"Wicks, Jordan","696136","L","FF","163","92.1","2283","15.9",0.768849726039105,0.8667942345024332,155.76013775314672,162.74971522730573,"4-Seam Fastball","87","765","750",-6.989577474159006,6.989577474159032,"15",12,45,12,30,0,15,"12:45","12:30","+0H 15M"
,"Gilbert, Tyler","656457","L","FF","64","92.5","2102","15.2",0.7884720765997876,0.9209982197150146,137.04356001639152,143.3285674337964,"4-Seam Fastball","92","90","75",-6.28500741740487,6.285007417404871,"15",1,30,1,15,0,15,"1:30","1:15","+0H 15M"
,"Turnbull, Spencer","605513","R","FF","227","92.9","2458","10.6",0.47301114908364184,0.6139588232118788,208.11508837035342,188.14217098699675,"4-Seam Fastball","61","660","705",19.972917383356673,19.972917383356666,"-45",11,0,11,45,0,45,"11:00","11:45","-0H 45M"
,"Vargas, Carlos","672841","R","FF","33","99.4","2198","15.3",0.7650054684059505,0.8599095732523111,214.68858492462957,208.995305955848,"4-Seam Fastball","86","645","660",5.693278968781556,5.693278968781571,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Anderson, Nick","623433","R","FF","265","94.2","2097","17.1",0.8497189159153455,0.9529143982795729,200.43508030295396,199.94906414603147,"4-Seam Fastball","95","675","675",0.48601615692248856,0.4860161569224803,"0",11,15,11,15,0,0,"11:15","11:15"," 0H 00M"
,"Brieske, Beau","689225","R","FF","246","96.7","2445","17.2",0.8058257337766626,0.8296047108873893,203.40345234737572,199.76645010098957,"4-Seam Fastball","83","675","675",3.637002246386146,3.6370022463861487,"0",11,15,11,15,0,0,"11:15","11:15"," 0H 00M"
,"Sulser, Cole","642121","R","FF","34","92.7","2338","19.5",0.8913719139112484,0.9408456471466212,209.4318306760396,207.0099841439598,"4-Seam Fastball","94","660","660",2.4218465320797975,2.4218465320798,"0",11,0,11,0,0,0,"11:00","11:00"," 0H 00M"
,"Smeltzer, Devin","656970","L","FF","144","89","2197","18.8",0.864045182578946,0.9112156349266101,138.53073479663263,140.26623120864818,"4-Seam Fastball","91","90","75",-1.73549641201555,1.7354964120155394,"15",1,30,1,15,0,15,"1:30","1:15","+0H 15M"
,"Sale, Chris","519242","L","FF","692","93.9","2208","18.3",0.8596590405047335,0.9456296143857365,116.14765174966317,123.32637879035671,"4-Seam Fastball","95","135","120",-7.178727040693545,7.178727040693532,"15",2,15,2,0,0,15,"2:15","2:00","+0H 15M"
,"Lamet, Dinelson","659275","R","FF","144","94.7","2472","13.1",0.6368171573450002,0.8497327985500593,206.6663181963048,206.16209958882837,"4-Seam Fastball","85","660","675",0.5042186074764174,0.5042186074764071,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Gibaut, Ian","664139","R","FF","521","95.2","2234","17.5",0.8476376540863981,0.9302327396366433,204.9001389161307,197.52444759428536,"4-Seam Fastball","93","675","690",7.3756913218453235,7.375691321845326,"-15",11,15,11,30,0,15,"11:15","11:30","-0H 15M"
,"Fried, Max","608331","L","FF","396","94","2226","12.4",0.5960397581081502,0.7280488456261884,164.50669247338777,176.82894806453757,"4-Seam Fastball","73","750","720",-12.322255591149798,12.322255591149807,"30",12,30,12,0,0,30,"12:30","12:00","+0H 30M"
,"Feltner, Ryan","663372","R","FF","213","94.8","2285","15.7",0.7699646038857336,0.8701640512866613,215.48516777320938,208.59504031158565,"4-Seam Fastball","87","645","660",6.8901274616237345,6.890127461623746,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Karinchak, James","675916","R","FF","398","94.8","2260","19.2",0.901758630064732,0.959013130179155,195.39152189267165,192.02241958212437,"4-Seam Fastball","96","690","690",3.3691023105472766,3.369102310547228,"0",11,30,11,30,0,0,"11:30","11:30"," 0H 00M"
,"Vest, Will","676684","R","FF","395","95.2","2136","18",0.8817211132428999,0.9477223377455163,218.96953512568376,214.36978369247214,"4-Seam Fastball","95","645","645",4.5997514332116225,4.5997514332116225,"0",10,45,10,45,0,0,"10:45","10:45"," 0H 00M"
,"Graterol, Brusdar","660813","R","FF","94","98.3","2064","14.9",0.7503494647034669,0.8882567561219565,219.44501777630805,213.0251438531834,"4-Seam Fastball","89","645","660",6.419873923124641,6.419873923124615,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Small, Ethan","663629","L","FF","60","92","2169","18.8",0.8911943582387799,0.9851541605855249,172.70709908840388,167.35711733798243,"4-Seam Fastball","99","735","750",5.349981750421449,5.349981750421445,"-15",12,15,12,30,0,15,"12:15","12:30","-0H 15M"
,"Wantz, Andrew","681806","R","FF","237","94","2427","18.2",0.8226693867426036,0.825663748053558,201.21998666976467,193.14026963655155,"4-Seam Fastball","83","675","690",8.079717033213115,8.079717033213115,"-15",11,15,11,30,0,15,"11:15","11:30","-0H 15M"
,"Pérez, Cionel","672335","L","FF","227","96.8","2170","16.4",0.7956990322747243,0.8540721451804036,148.91290616173958,155.12419845571569,"4-Seam Fastball","85","60","765",-6.211292293976101,6.211292293976115,"15",1,0,12,45,0,15,"1:00","12:45","+0H 15M"
,"Middleton, Keynan","641871","R","FF","224","95.5","2392","18.3",0.8519480028115731,0.9023364443990893,215.3104127202911,207.20877990390332,"4-Seam Fastball","90","645","660",8.101632816387792,8.101632816387804,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Ginkel, Kevin","656464","R","FF","492","95.7","2396","17.4",0.831098362561151,0.8846488195623857,221.6510277518163,215.50060094414465,"4-Seam Fastball","88","630","645",6.150426807671636,6.150426807671637,"-15",10,30,10,45,0,15,"10:30","10:45","-0H 15M"
,"Coulombe, Danny","543056","L","FF","68","91.4","2465","14.3",0.6440459781074209,0.6727575409208655,167.75568748211285,178.37185695376425,"4-Seam Fastball","67","750","720",-10.616169471651403,10.616169471651395,"30",12,30,12,0,0,30,"12:30","12:00","+0H 30M"
,"Bickford, Phil","641360","R","FF","857","93.7","2354","16.4",0.7654756227746183,0.8211428617438664,212.09193357634166,201.2300793128611,"4-Seam Fastball","82","660","675",10.861854263480552,10.861854263480547,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Giolito, Lucas","608337","R","FF","1327","93.1","2173","18.5",0.8876088945612766,0.9803295499026384,203.2547306124332,198.08034100902134,"4-Seam Fastball","98","675","690",5.174389603411868,5.174389603411894,"-15",11,15,11,30,0,15,"11:15","11:30","-0H 15M"
,"Howard, Spencer","675921","R","FF","31","95.7","2183","19.2",0.9149882566657631,0.9739901872032661,212.7472735665832,209.47820065650706,"4-Seam Fastball","97","660","660",3.2690729100761473,3.269072910076153,"0",11,0,11,0,0,0,"11:00","11:00"," 0H 00M"
,"Mantiply, Joe","573009","L","FF","35","90","2260","16.8",0.8140432965204841,0.8838648912675456,113.42533138388309,124.50544328851984,"4-Seam Fastball","88","135","105",-11.080111904636752,11.080111904636736,"30",2,15,1,45,0,30,"2:15","1:45","+0H 30M"
,"Ryan, Joe","657746","R","FF","1501","92.3","2216","17.6",0.843475666993979,0.9567753990476489,219.68050118314028,217.39512427479673,"4-Seam Fastball","96","645","645",2.285376908343551,2.2853769083435598,"0",10,45,10,45,0,0,"10:45","10:45"," 0H 00M"
,"Hernández, Daysbel","678226","R","FF","40","96","2397","18.1",0.8628820743263963,0.9783844822762041,211.19809914499183,207.13877483146769,"4-Seam Fastball","98","660","660",4.059324313524144,4.059324313524169,"0",11,0,11,0,0,0,"11:00","11:00"," 0H 00M"
,"Leiter Jr., Mark","643410","R","FF","83","91.2","1995","17.2",0.8476876933106272,0.95457035430779,206.8586340715118,203.78357166989576,"4-Seam Fastball","95","660","675",3.0750624016160373,3.075062401616047,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Adon, Joan","672851","R","FF","365","94.5","2220","16.1",0.7767213134091125,0.909070947650434,216.4124566459818,216.68431304288268,"4-Seam Fastball","91","645","645",-0.2718563969008869,0.271856396900904,"0",10,45,10,45,0,0,"10:45","10:45"," 0H 00M"
,"Kriske, Brooks","621139","R","FF","27","94.9","2302","18.1",0.8835943951390687,0.9837304113935444,200.4195736668739,197.42773139252557,"4-Seam Fastball","98","675","690",2.991842274348329,2.99184227434836,"-15",11,15,11,30,0,15,"11:15","11:30","-0H 15M"
,"Festa, Matt","670036","R","FF","98","91.8","2354","12.9",0.5754038507176846,0.6405890113036078,203.1499653975937,188.5513494769556,"4-Seam Fastball","64","675","705",14.598615920638082,14.598615920638089,"-30",11,15,11,45,0,30,"11:15","11:45","-0H 30M"
,"Solomon, Peter","656981","R","FF","128","93.2","2237","15.5",0.7710123219411321,0.8664760702957084,203.2485431736259,192.01411565730527,"4-Seam Fastball","87","675","690",11.234427516320636,11.234427516320649,"-15",11,15,11,30,0,15,"11:15","11:30","-0H 15M"
,"Leclerc, José","600917","R","FF","332","95.2","2544","17.9",0.8087520998665197,0.8231845022397214,198.48464851425274,190.19601402477156,"4-Seam Fastball","82","690","705",8.288634489481183,8.288634489481169,"-15",11,30,11,45,0,15,"11:30","11:45","-0H 15M"
,"Kuhnel, Joel","669270","R","FF","74","94.2","2169","15.1",0.7304614625292762,0.8056500371642823,228.288214225582,221.1214495340193,"4-Seam Fastball","81","630","645",7.166764691562719,7.1667646915626975,"-15",10,30,10,45,0,15,"10:30","10:45","-0H 15M"
,"Lopez, José","673111","L","FF","32","94.4","2292","18.9",0.875679517190767,0.8910418566296929,149.88451663928012,161.85716041564444,"4-Seam Fastball","89","60","750",-11.972643776364322,11.972643776364297,"30",1,0,12,30,0,30,"1:00","12:30","+0H 30M"
,"Bellatti, Andrew","571479","R","FF","215","94.1","2509","18.8",0.8571744102917004,0.8753216483193114,219.49422384341258,213.48737677714726,"4-Seam Fastball","88","645","660",6.006847066265323,6.006847066265318,"-15",10,45,11,0,0,15,"10:45","11:00","-0H 15M"
,"Merryweather, Julian","657240","R","FF","488","98.1","2343","17.4",0.8261467743720493,0.8996304066566675,208.85572450412928,202.01585792874846,"4-Seam Fastball","90","660","675",6.8398665753808245,6.839866575380803,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
,"Luzardo, Jesús","666200","L","FF","1312","96.7","2242","19.9",0.9467529786540501,0.9838127659072039,128.17252275786493,131.94000017924725,"4-Seam Fastball","98","105","90",-3.767477421382324,3.767477421382319,"15",1,45,1,30,0,15,"1:45","1:30","+0H 15M"
,"Irvin, Cole","608344","L","FF","352","92.2","2021","18.8",0.9186771550784631,0.9847423209845149,142.2251304721463,144.82995761964165,"4-Seam Fastball","98","75","75",-2.6048271474953424,2.604827147495344,"0",1,15,1,15,0,0,"1:15","1:15"," 0H 00M"
,"Bibee, Tanner","676440","R","FF","1079","94.9","2306","16.6",0.7854787439623038,0.8970540857714255,197.2005269403626,196.47686761217506,"4-Seam Fastball","90","690","690",0.7236593281875514,0.723659328187541,"0",11,30,11,30,0,0,"11:30","11:30"," 0H 00M"
,"Bazardo, Eduard","660825","R","FF","67","94.3","2028","16.5",0.8046001400075734,0.9082744273320106,212.3875239515904,200.82893940883963,"4-Seam Fastball","91","660","675",11.558584542750765,11.558584542750765,"-15",11,0,11,15,0,15,"11:00","11:15","-0H 15M"
